start,end,N,SS,TajD,FulD,bsfs,ZngE,FayH,FerL,btree,Colless,path,iColless,ibtree
0,100001.0,50,479,0.2186949233919704,0.1094425042315859,0.3465410713134748,0.22881644430015144,-0.0003524590177052649,-0.13196810458344133,-0.21521134712202694,0.13848283499446293,3080031,0.1521112351190477,-0.5878316117641869
0,100001.0,50,400,-0.2109851158055414,0.7808875983541921,-0.7161265545866901,-0.042370501053257084,-0.0237419134385046,-0.0759185245034202,-0.03692040606503201,0.12070780693229673,3080032,0.13849206349206353,-0.3171625748750322
0,100001.0,50,369,-0.21597108957735808,-0.2813182429600812,-0.7223107536723344,0.20454914285333928,-0.0579129664646494,-0.3605132849563743,0.11219455303141712,0.12144357743097245,3080033,0.17216498249785356,-1.1246393313262373
0,100001.0,50,349,-0.006828123676219856,0.14541876117834052,0.4307930901030141,-0.3351639684206349,0.04452144509281114,0.3784955488695002,0.5966833219075613,0.10843597794147253,3080034,0.1166537267080745,0.484396574131275
0,100001.0,50,361,-0.0035326280119209815,0.07228652592871411,0.4342246273813133,-0.2549638504616025,0.034076081763229744,0.2888784787701664,0.4123351022629953,0.11427832002366164,3080035,0.12524923762608492,0.1225079364312413
0,100001.0,50,474,-0.17015750128848936,-0.1360806854794588,-0.5227702355363536,0.14107567871995938,-0.04277730416702708,-0.26124726841888884,0.4157772210142561,0.11350802456905107,3080036,0.1413204567541302,-0.29072344264656835
0,100001.0,50,538,0.11352109844793752,0.06680364384761138,0.054324120689317336,0.12741898699803775,-0.0013303926599047204,-0.07827522558759946,-0.30765459277917345,0.13450665353860833,3080037,0.1402234504913076,-0.4476990368849103
0,100001.0,50,479,0.1613279305796623,0.047553850603159614,-0.1399611743218887,0.4397998900016757,-0.03681786898949154,-0.4064222518665293,0.2289734415312053,0.11740946378551433,3080038,0.14103699330972055,-0.3642037524551601
0,100001.0,50,532,0.06979770914178399,0.07685212283026431,-0.10115479333094976,0.20443052841016407,-0.01780130625314147,-0.1919026342336842,-0.15533066448199734,0.13017617303331588,3080039,0.14141366423112448,-0.492981982416925
0,100001.0,50,371,0.1058881951799467,-0.37732563175955497,0.014542451184604448,0.2011312727263281,-0.01245413225343515,-0.16719021956418278,0.2203110238120632,0.12054907677356652,3080040,0.1277516624627379,-0.11410956804894892
0,100001.0,50,341,-0.23868666482794335,-0.33793329370370795,-0.6926163863952473,-0.0006995466500765319,-0.033293929233919904,-0.13956040386935611,-0.09590418722112312,0.1294978517722879,3080041,0.14146482768931753,-0.4700982289174454
0,100001.0,50,310,-0.1343016397720984,0.33844813174647426,-0.4985582775070874,-0.05722674355940389,-0.011017974824476648,-0.01356227729187592,0.3846253209462658,0.10425170068027212,3080042,0.12587966220971145,-0.2002834357996358
0,100001.0,50,474,-0.09393774697705352,0.6143750334610021,-0.3155492037504438,-0.1374390704826185,0.005435317748449896,0.10134616847886313,-0.4798384810805707,0.1400352176268739,3080043,0.14486195938229304,-0.5334770435360459
0,100001.0,50,281,-0.6455486776744175,2.0781360542104053,-2.8290600971007844,-0.405928059822181,-0.035112242268615465,0.08477697767478709,-0.793495571137509,0.15113240418118468,3080044,0.1717572164000735,-1.2483036616171306
0,100001.0,50,380,-0.07748189904004009,0.13791562063390728,-0.3268048766514461,0.2948700184865269,-0.05076828909982479,-0.3820659850579413,0.01274128296678246,0.12399640088593568,3080045,0.14699213018540752,-0.5028509877434569
0,100001.0,50,398,-0.7308729138624879,1.173341283133404,-1.766254166931445,-0.2112672943723625,-0.07351879707364475,-0.18938915168905326,-0.8616703057099278,0.1659397630019749,3080046,0.19676060900550696,-1.5825098606992247
0,100001.0,50,482,-0.11106852464301488,-0.18851523604143874,0.1114417811450563,-0.31639828261166536,0.0271804163638874,0.2953235591807432,-0.102907788326785,0.13361025038287574,3080047,0.13799269707883147,-0.3645652424589637
0,100001.0,50,444,0.14075136229585006,-0.990547347808476,-0.03311819023222888,0.6007436112869496,-0.061490158642448625,-0.6022605771981626,-0.17599642466050774,0.13079996149403156,3080048,0.14077105662408848,-0.24848407670778835
0,100001.0,50,434,-0.26926330729090675,0.7010620533082379,-1.2931457135185456,0.6747616203464349,-0.12876607032525875,-0.9283838513530329,-0.8673054707734431,0.16196145124716566,3080049,0.18179816569484933,-1.3067965864681617
0,100001.0,50,442,0.40320920215788186,-0.17562913576912986,0.5931819442115468,0.1507777558222098,0.03592287166245142,0.06568470535418275,0.7481304455861679,0.10173937299787644,3080050,0.11260495189066615,0.4757578883376095
0,100001.0,50,377,0.2284484215409165,-0.07037655686752298,0.4878094288699511,0.20514425374083595,0.004138976240378814,-0.09960859405432712,-0.3090595370236563,0.14403416733925214,3080051,0.12575407521499166,-0.0039470519654907854
0,100001.0,50,318,-0.5587412572780535,-0.03157088359957681,-0.7470883646869029,-0.3704300256660987,-0.027844230691695625,0.09454438386308196,0.1597351790613873,0.12728392639106928,3080052,0.16331736776343184,-0.5809461807168311
0,100001.0,50,439,0.3130207320867124,-0.2555625495847375,0.5423260596579399,0.20778790963570132,0.01563050857415212,-0.05251797651775248,0.14180648536745866,0.12344104308390025,3080053,0.14648189784388327,-0.4311149490093136
0,100001.0,50,459,0.1521733754594511,-0.06515198826115891,0.4313346959433797,0.0307350143382386,0.017089513011154998,0.05466913339979405,0.14506737452775326,0.12142534739014085,3080054,0.1298815822625346,-0.1818313757798432
0,100001.0,50,419,-0.4596541791459737,0.13688531491063766,-0.811531461748999,-0.1037652216426271,-0.05016400862850272,-0.1524473470312437,0.04146162155176016,0.12198473984188266,3080055,0.14380586945522014,-0.5462647615671771
0,100001.0,50,460,0.21847710407023446,-0.13660213757479478,-0.022280845928473927,0.3645091372927559,-0.01871130922022021,-0.2869213845095196,-0.1098950209533745,0.12686011904761904,3080056,0.13396843112244902,-0.0999228596955162
0,100001.0,50,409,0.3192594907361357,0.18447908642539565,0.10299857238573493,0.4789519453337281,-0.020188517895930992,-0.3583416643707478,-0.07730693294228354,0.13813357713027416,3080057,0.13211933709654072,-0.10709092452450657
0,100001.0,50,485,-0.2384228452222717,0.6786075898177858,-0.9297324867876992,0.5645531605158636,-0.10940606057038076,-0.7844730364096537,-0.6465340687249527,0.16052890350452995,3080058,0.17828207671957666,-1.089950308231706
0,100001.0,50,391,-0.6455235688839616,0.6851680910609417,-1.3594952528589723,-0.38069035245947697,-0.038662127948421374,0.05424840361937458,-1.0294712576254221,0.17273174329972935,3080059,0.1923358128298049,-1.4546417649135013
0,100001.0,50,367,-0.5774231957114816,1.5092685354521824,-1.5488976421394167,-0.5499255922014387,-0.006184586137037496,0.28773251307265724,-0.24008605678467415,0.12258199369133126,3080060,0.1465257531584062,-0.7648245885159696
0,100001.0,50,414,-0.04400514922107175,-0.28676412500011284,-0.3318184176164752,0.3801787573760033,-0.057557369100166025,-0.4596335835077668,-0.5834805282946165,0.1545002616431188,3080061,0.17607757388669756,-0.9461035431283326
0,100001.0,50,392,-0.5799840057710001,0.6372698095030733,-1.0388554657907318,-0.3160032216146986,-0.03826183320985623,0.01902490449503477,-0.9464459468071704,0.17642943253250665,3080062,0.1806193310657596,-1.1885943302922253
0,100001.0,50,510,-0.16394342795151515,-0.2428553248461253,-0.17515058138584472,0.05384292994476392,-0.030122347611373324,-0.15813786215871042,0.20177344661363733,0.12280636892438145,3080063,0.14057465091299676,-0.31177897798286713
0,100001.0,50,533,0.4055739035880186,0.20964567306786333,0.14184779978638587,0.5980074180960757,-0.02398821856348749,-0.4424796511679544,-0.4863123324534638,0.14021400226757366,3080064,0.14272959183673475,-0.5880073285979089
0,100001.0,50,529,0.4397507485507514,-0.6609299845964701,0.3657411144292156,0.5329130712000922,-0.010460589250444585,-0.3481045479188498,0.3729742478782111,0.11169665234514864,3080065,0.13005978789031136,-0.13911073086724265
0,100001.0,50,371,-0.10147791102335174,0.26092431823803425,-0.23441534662240884,0.14402718335548614,-0.03370262982618192,-0.2240719976950932,-0.10962635094092403,0.13336592121878696,3080066,0.13924319727891155,-0.2807341682283536
0,100001.0,50,359,-0.09242288819315372,1.245015359752147,0.13927207032875316,-0.3831706069455916,0.03903634326032177,0.3828916670486789,-0.4502981657257628,0.1485714285714286,3080067,0.13964953069835526,-0.5218252951784179
0,100001.0,50,453,-0.07824985379246864,-0.2840716396063596,-0.1377296301494515,0.1963097028536047,-0.037427534410705364,-0.27004107242344555,0.2371365821424845,0.12355564235263475,3080068,0.13150510204081636,-0.14108978617148107
0,100001.0,50,465,-0.14207102629905205,0.7536957542713701,-0.6249405061709029,0.3193168759151259,-0.06292205482267638,-0.4479657133777221,-0.4010655598705114,0.1428267735665695,3080069,0.17730830196156136,-1.3221471934209523
0,100001.0,50,474,0.3104659929948417,0.020264255966471002,0.1817897383528772,0.2922128293535862,0.003896617049019789,-0.15016294678522155,0.058508434038584724,0.11591278302365715,3080070,0.1328713917999632,-0.30048269352905643
0,100001.0,50,515,-0.04430917633469176,-0.1573381149770918,-0.22616892943548825,-0.16223877456816874,0.015681859572080716,0.15885470546894992,0.14647681953746286,0.11907433130320196,3080071,0.12809054656345306,-0.252552787834376
0,100001.0,50,392,-0.07911005098292928,0.6750372965531398,-0.625093133596754,0.462074411132493,-0.07360298156086506,-0.573783976077833,-0.17777058577107052,0.12951294975821642,3080072,0.1847475832438238,-1.0911064700165447
0,100001.0,50,513,0.19593913684368014,-0.8965946038559065,0.025888671024235598,0.5970793075669822,-0.05313280999930201,-0.5652356557515745,-0.13231071942343173,0.12913777951371933,3080073,0.12589758125472406,-0.005876066202859673
0,100001.0,50,463,-0.4637902802007645,0.5791149921754067,-1.6414024014740622,0.3164751992052926,-0.10744097601657387,-0.6344291961281939,-0.5547005096212377,0.15334747760490325,3080074,0.14262937317784258,-0.4383029994922998
0,100001.0,50,473,0.35202717391256944,-0.2860760257745007,0.4819524088134772,0.17899492963821753,0.024971138247886302,0.0034674582786385,0.5349829043782693,0.10897435897435888,3080075,0.12769167817502938,-0.09220181173553728
0,100001.0,50,433,-0.17516851372260472,0.8471252092153994,-0.7300421408334419,0.10625655752393083,-0.03881506102591651,-0.22444056378008154,-0.4784309606905929,0.15661793563579288,3080076,0.1458634634956345,-0.3546149703352216
0,100001.0,50,409,0.032555560513727634,-0.14138800952326944,0.6611773524992475,-0.4291109729879097,0.06258853400865312,0.5087215519421724,0.4032353526786496,0.11165786111398868,3080077,0.11806704663847517,0.20680554271263807
0,100001.0,50,413,-0.3899296604689607,0.2942588864468177,-0.9520712931063092,-0.24859091546364884,-0.020843167131859575,0.05388360437449585,-0.4818641380616158,0.1417103984450923,3080078,0.14849163964651282,-0.6572071593971138
0,100001.0,50,449,0.14583730514980134,1.491758253188755,0.8221747757497432,-0.07864845106148724,0.030977671051118167,0.17568045533493842,0.061129644663519535,0.12615343166969756,3080079,0.139540050254336,-0.352479954420553
0,100001.0,50,385,-0.042437930123665694,-0.13729082088426633,0.060575679619799816,-0.11091003459997012,0.009088240260594571,0.10156243773709618,-0.20301466116053754,0.13925244010647725,3080080,0.13808400718778086,-0.32779794361716563
0,100001.0,50,342,-0.6925492538730468,1.2968608201239682,-1.7700918194043809,-0.06972214565739236,-0.08741104018700792,-0.3276875323717767,0.03622358521682905,0.13320357044551925,3080081,0.15411681914144967,-0.6786259646653607
0,100001.0,50,486,0.42204951561026216,-0.5495991816179735,0.4050492903164555,0.5737815026680831,-0.01850132122659233,-0.4054023527229146,0.06101455880380165,0.13065916021581048,3080082,0.13514294606731575,-0.05953822393734115
0,100001.0,50,460,-0.6717982305031007,0.9587208082491911,-1.0275054868594884,-0.591923312901818,-0.013859141548754709,0.2790082411726862,-0.2512136990240524,0.13731527093596052,3080083,0.15631833090379002,-0.6824126119837438
0,100001.0,50,400,-0.22174269215945508,0.8179045394596538,-0.7876559756357516,0.2789676693501538,-0.06872659153251331,-0.44886596394221817,-0.8203271348101842,0.15865897928678205,3080084,0.18234481292517005,-1.4429894569892578
0,100001.0,50,353,-0.11667820569460065,-0.10302749805106008,-0.44014155176658826,0.3937359555672187,-0.06972750344283353,-0.5179812146569919,-0.28948198270526737,0.13411152339723773,3080085,0.14837957654972106,-0.63218654613136
0,100001.0,50,525,-0.1931557226859616,0.6867419085598699,-0.4715810463260458,-0.18061767324525405,-0.002604543405187129,0.09195333532057158,-0.07939083093397953,0.1287484381507705,3080086,0.1362358967977435,-0.2760358847197211
0,100001.0,50,385,0.07338178096389747,-0.5217871517305133,-0.2422177023744068,0.5514924467939879,-0.06442474563108734,-0.5860453712923762,-0.018420930392493217,0.12461843711843705,3080087,0.14070891514500536,-0.4150313764635568
0,100001.0,50,425,-0.16134235797965205,0.15819119515785315,-0.17337462142872667,-0.26056506496465826,0.0126895321305062,0.2021651943217353,-0.347029371083416,0.139808583007671,3080088,0.16783065685290513,-1.0705318486322308
0,100001.0,50,493,-0.405278055099212,0.13306315839630575,-0.628443861639999,-0.1359800126044578,-0.03820263566378114,-0.08401582512736905,-0.7366855609579588,0.15752223966509676,3080089,0.2043960441319385,-1.5282229416117536
0,100001.0,50,436,-0.5856716094022486,0.9545875604061516,-1.2778474308590482,-0.4997408991926108,-0.01425110494639706,0.224861505587976,-0.9559209739455654,0.16961080914777982,3080090,0.1670330733919583,-0.977256040678146
0,100001.0,50,397,-0.19010674390596805,1.4829260680801022,-1.2781670691875324,0.4945016811340023,-0.09348286454994474,-0.6761371128855255,-0.8060952695127959,0.15643221574344027,3080091,0.1512951334379906,-0.736881070360728
0,100001.0,50,514,-0.4547556605615498,0.3391795795983134,-0.875343705948236,0.13656477080052062,-0.08182664590994973,-0.42408198137726505,-0.3665547845791664,0.1427826891125114,3080092,0.16726690676270514,-1.0760478476856443
0,100001.0,50,419,-0.33981533046329043,1.1266451294582012,-0.617020221480801,-0.3712814934481686,0.002740321808112302,0.22333499331910733,-0.3932035745268799,0.1409976641258912,3080093,0.16663265306122454,-1.0023315546270977
0,100001.0,50,449,-0.02697569036018424,-0.0262483402621688,-0.6433964280662566,0.7156703754500041,-0.10040856669178894,-0.832201594807049,-0.8546349578556416,0.15430149960536688,3080094,0.14447619047619048,-0.5255239909335523
0,100001.0,50,395,-0.21745260312061634,-0.029734161234376794,0.03137781542522977,-0.4531541813178796,0.03095127106818569,0.3889610736310494,0.5774690193077757,0.113031914893617,3080095,0.1332222405091069,-0.19148345277393666
0,100001.0,50,341,-0.4368258496972901,0.13917991503725824,-0.6413489232059014,-0.367379021788406,-0.011233357855181543,0.1624292161287596,0.44868546674037857,0.1084407447189402,3080096,0.12805250305250304,-0.2347935721594982
0,100001.0,50,455,-0.3111580481907961,0.09350203313004543,-0.773802632644449,0.26088674971107195,-0.07865198500204408,-0.4810132632910799,-0.8352546346851761,0.16134151680474176,3080097,0.18208616780045347,-1.30109618026097
0,100001.0,50,450,0.2368976400196267,-0.03350879429990638,-0.07564908855944874,0.9711964826871476,-0.0980765885767412,-0.96809153017077,-0.6024013608111212,0.14587835134053634,3080098,0.16855120426549006,-0.941939674215814
0,100001.0,50,440,0.13262528519754865,0.4782983448071863,-0.26444950465370953,0.5141953553909815,-0.05094451290766683,-0.5083474145156212,-0.1933613698682306,0.13010204081632654,3080099,0.16573205858920145,-0.8248998998801941
0,100001.0,50,414,0.2942746505412776,0.07096442706210927,0.8570780391314795,0.06801528253037079,0.03190290115515155,0.09577151642326813,0.14972308198961182,0.1243392261363144,3080100,0.1311602418745276,-0.02022130109883621
0,100001.0,50,392,-0.18405741907960493,1.1282471411539428,-0.7199842450964548,0.2265826122642224,-0.05638903363172911,-0.3668981427034103,-0.5117237710179163,0.14735665694849365,3080101,0.19240196078431376,-1.2650828405285388
0,100001.0,50,341,-0.3548579774720331,0.3560495553740617,-1.0474527390522848,0.0987234951162863,-0.06304152503560434,-0.32134966008857463,-0.0313997155325072,0.12847913555666168,3080102,0.12899568429522348,-0.10320198689975588
0,100001.0,50,494,0.3378825574512172,-0.11395135699062844,0.10983032686688217,0.8173674252687646,-0.06307271330257676,-0.7327906553677578,-1.1708099739257192,0.17321549472869716,3080103,0.16913007627293347,-1.0346222183452674
0,100001.0,50,467,0.049423089139922,-0.025264568422096796,-0.25273074766642706,0.12054544362070005,-0.00937073113177948,-0.10833961337125994,-0.701993623614977,0.1489752311180882,3080104,0.1728206097253716,-1.2050775144860095
0,100001.0,50,460,0.6926349123104857,-0.5554020874486723,0.6366486199550091,0.8362675739914296,-0.016215489237923274,-0.5454096673854375,0.011178986861859957,0.12674378507163234,3080105,0.13426097711812,-0.19605162612053254
0,100001.0,50,475,0.08667205085850782,0.3877286302676496,-0.38239909068615663,0.5663226597967173,-0.06431152284136274,-0.5947629944091567,-0.6411624099516767,0.14703798185941053,3080106,0.15445821185617106,-0.7955951606177514
0,100001.0,50,528,-0.2971599539625182,0.8607365295828534,-1.4591661717428281,0.4234735439241024,-0.09848013034449818,-0.658258498945227,-0.540031420403869,0.15281991174848306,3080107,0.16886675305042656,-1.0998195223717735
0,100001.0,50,430,0.013126577281439074,0.15252815479462467,0.4653582907859332,-0.3559810452624393,0.04993950911995114,0.4138067471693284,-0.01542915877370891,0.12698024415245554,3080108,0.14409013605442178,-0.2064588269578758
0,100001.0,50,384,0.08339833960951157,0.06366749449058735,0.12083768364471667,0.16393606042783015,-0.010545572165575732,-0.13795190018520925,-0.3574141153558036,0.14976899850849426,3080109,0.1645729720459612,-0.7112187473594885
0,100001.0,50,508,-0.3932296152536899,-0.026525669466821028,-0.6997150425505907,-0.03053323775553018,-0.0507318570369162,-0.1972111005060789,-0.7811578640218177,0.1577733713572764,3080110,0.14977581941867651,-0.5862574252938292
0,100001.0,50,378,-0.4007801822729411,0.5476152985566967,-0.9384374648828474,0.26324123189179177,-0.09167404626170324,-0.5362851267611561,-0.2103637897442464,0.14066220238095234,3080111,0.14094637855142056,-0.36713366264593617
0,100001.0,50,452,0.6264994338859987,-0.08071621831873599,0.3907013076244936,0.6960052522606752,-0.006529399150670294,-0.4245071140283269,0.3525825793584423,0.11217095533865727,3080112,0.12661891679748827,0.06728520755479153
0,100001.0,50,470,-0.5060584796825746,0.7106776030112494,-0.9000293121508391,-0.4583317353102767,-0.008772033938338647,0.22429354846702626,-0.8094165151384429,0.17735154809587378,3080113,0.1462585034013606,-0.4291323839148896
0,100001.0,50,519,-0.4586141475699494,1.0184549563762448,-3.007407671780568,0.4639223839197673,-0.1264647201536252,-0.7996579990095336,-0.6224912815208571,0.1295781705539357,3080114,0.1417523213665028,-0.631467159856631
0,100001.0,50,358,-0.6720841908902643,0.4724053956162486,-0.7039884583568107,-0.8652407183430214,0.02336088998752455,0.5919966052145023,-0.5663569143104304,0.1618400200989487,3080115,0.16418650793650796,-0.8044333978686676
0,100001.0,50,372,-0.7144108661806603,0.8879311700854727,-2.309176803198728,0.04323261456444027,-0.10572045559234232,-0.4698008455278824,-0.6949704948463632,0.1580222998290224,3080116,0.16535539449424635,-1.1574703317351036
0,100001.0,50,446,-0.02387982641371604,0.028948104114690582,-0.1705150873313494,0.14484745188976614,-0.022895670940427017,-0.17929314249069964,-0.5448915626025725,0.14682969147254862,3080117,0.15205194227223598,-0.8432751865179631
0,100001.0,50,424,-0.4521374689653821,1.5986296544234435,-0.8086906705821891,-0.5448133525749744,0.010505330588051616,0.35507478922351143,-0.7242409360749561,0.14853064881866726,3080118,0.1490828474246841,-0.6056880451887975
0,100001.0,50,385,-0.7674567665495806,2.0543382649393407,-2.4283312911915766,-0.4048612580058472,-0.05242405771941421,0.010109305598239441,-1.2037932439469772,0.17383381924198235,3080119,0.20644638807904125,-1.8514293291316968
0,100001.0,50,437,0.13252894146991245,0.6736726301888547,0.4928347051191191,-0.16750661699811775,0.041133071053638566,0.2691809209115979,0.4446963174668719,0.11427070828331333,3080120,0.13217712458117573,-0.07727006394446106
0,100001.0,50,365,0.35552138979464365,0.48141606770184003,1.3022570863779808,0.0049948976133665475,0.04902635979241456,0.20350526858501644,0.13600704845061767,0.12663690476190487,3080121,0.12951085195983156,-0.020405486052224173
0,100001.0,50,441,-0.17209593432158596,-0.03417682993622243,-0.2527940312810645,-0.13523270001197635,-0.005758256621146718,0.05281438425120722,-0.34222978552730393,0.1417204636956824,3080122,0.12855834641548922,-0.1335864241315607
0,100001.0,50,417,-0.5063926716053354,0.9702185336426414,-1.1648417930577142,0.06104126435162071,-0.0789762858102124,-0.3679802826963404,-0.4158480415482637,0.15066100331758325,3080123,0.17650140864426578,-1.085742605880237
0,100001.0,50,435,0.3123815872939931,0.5216105222166022,0.8497243250016875,-0.045608300504545785,0.04977629461761982,0.2361315934088737,0.3808233497009296,0.12066511387163555,3080124,0.12695947944395147,0.15126246850385186
0,100001.0,50,377,-0.18934248563759196,-0.18815667223120947,-0.5672152017709008,0.5209239703918431,-0.09703301225009284,-0.7058517157103654,-0.2290677833675216,0.1330917717405434,3080125,0.14505739795918365,-0.5751020177823633
